source_row_id,style_id,sku,component,material,composition,net_weight,vendor,country,order_date,quantity,unit_price
211,TRO-09,TRO-09-RED-L,size label,polyester,100% polyester,1 g,Bharat Mills,India,2024-01-08,2000,14.45
212,TRO-10,TRO-10-WHT-L,shell fabric,cotton,98% cotton / 2% elastane,0.42 kg,Acme Textiles,Portugal,2024-08-23,2100,22.29
213,TRO-10,TRO-10-WHT-L,pocket lining,cotton,100% cotton,44 g,Acme Textiles,Portugal,2024-08-23,2100,1.13
214,TRO-10,TRO-10-WHT-L,waistband,cotton,98% cotton / 2% elastane,46 g,Acme Textiles,Portugal,2024-08-23,2100,6.11
215,TRO-10,TRO-10-WHT-L,zipper,polyester,100% polyester,15 g,Acme Textiles,Portugal,2024-08-23,2100,14.88
216,TRO-10,TRO-10-WHT-L,button,metal,100% metal,3 g,Acme Textiles,Portugal,2024-08-23,2100,1.01
217,TRO-10,TRO-10-WHT-L,thread,polyester,100% polyester,3 g,Acme Textiles,Portugal,2024-08-23,2100,14.62
218,TRO-10,TRO-10-WHT-L,care label,polyester,100% polyester,,Acme Textiles,Portugal,2024-08-23,2100,19.20
219,TRO-10,TRO-10-WHT-L,size label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2024-08-23,2100,11.33
220,TRO-11,TRO-11-WHT-S,shell fabric,cotton,98% cotton / 2% elastane,,Nordic Weave,Sweden,2024-07-21,3300,10.50
221,TRO-11,TRO-11-WHT-S,pocket lining,cotton,100% cotton,44 g,Nordic Weave,Sweden,2024-07-21,3300,4.44
222,TRO-11,TRO-11-WHT-S,waistband,cotton,98% cotton / 2% elastane,58 g,Nordic Weave,Sweden,2024-07-21,3300,10.59
223,TRO-11,TRO-11-WHT-S,thread,polyester,100% polyester,,Nordic Weave,Sweden,2024-07-21,3300,10.31
224,TRO-11,TRO-11-WHT-S,care label,polyester,100% polyester,,Nordic Weave,Sweden,2024-07-21,3300,19.13
225,TRO-12,TRO-12-BLK-L,shell fabric,cotton,70/30 CO/PL,335 g,Acme Textiles,Portugal,2024-06-09,2250,10.62
226,TRO-12,TRO-12-BLK-L,pocket lining,cotton,100% cotton,39 g,Acme Textiles,Portugal,2024-06-09,2250,5.10
227,TRO-12,TRO-12-BLK-L,waistband,cotton,98% cotton / 2% elastane,,Acme Textiles,Portugal,2024-06-09,2250,15.82
228,TRO-12,TRO-12-BLK-L,zipper,polyester,100% polyester,,Acme Textiles,Portugal,2024-06-09,2250,19.12
229,TRO-12,TRO-12-BLK-L,care label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2024-06-09,2250,23.23
230,DRS-01,DRS-01-GRN-L,shell fabric,viscose,100% viscose,247 g,Acme Textiles,Portugal,2024-01-21,4050,0.84
231,DRS-01,DRS-01-GRN-L,lining,polyester,100% polyester,,Acme Textiles,Portugal,2024-01-21,4050,21.11
232,DRS-01,DRS-01-GRN-L,hook and eye,metal,100% metal,2 g,Acme Textiles,Portugal,2024-01-21,4050,3.28
233,DRS-01,DRS-01-GRN-L,thread,polyester,100% polyester,,Acme Textiles,Portugal,2024-01-21,4050,4.27
234,DRS-01,DRS-01-GRN-L,care label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2024-01-21,4050,23.35
235,DRS-01,DRS-01-GRN-L,brand label,cotton,100% cotton,2 g,Acme Textiles,Portugal,2024-01-21,4050,10.68
236,DRS-02,DRS-02-GRN-L,shell fabric,viscose,100% viscose,253 g,Golden Thread,China,2024-08-18,1100,9999.00
237,DRS-02,DRS-02-GRN-L,lining,polyester,100% polyester,82 g,Golden Thread,China,2024-08-18,1100,0.56
238,DRS-02,DRS-02-GRN-L,zipper,polyester,100% polyester,12 g,Golden Thread,China,2024-08-18,1100,18.29
239,DRS-02,DRS-02-GRN-L,hook and eye,metal,100% metal,2 g,Golden Thread,China,2024-08-18,1100,16.67
240,DRS-02,DRS-02-GRN-L,thread,polyester,100% polyester,2 g,Golden Thread,China,2024-08-18,1100,21.70
241,DRS-02,DRS-02-GRN-L,care label,polyester,100% polyester,,Golden Thread,China,2024-08-18,1100,8.64
242,DRS-02,DRS-02-GRN-L,size label,polyester,100% polyester,1 g,Golden Thread,China,2024-08-18,1100,19.19
243,DRS-02,DRS-02-GRN-L,brand label,cotton,100% cotton,,Golden Thread,China,2024-08-18,1100,21.81
244,DRS-03,DRS-03-NVY-XL,shell fabric,viscose,100% viscose,256 g,Oceanic Fabrics,Vietnam,2024-04-25,2800,9.96
245,DRS-03,DRS-03-NVY-XL,lining,polyester,100% polyester,71 g,Oceanic Fabrics,Vietnam,2024-04-25,2800,24.53
246,DRS-03,DRS-03-NVY-XL,thread,polyester,100% polyester,2 g,Oceanic Fabrics,Vietnam,2024-04-25,2800,12.64
247,DRS-03,DRS-03-NVY-XL,care label,polyester,100% polyester,,Oceanic Fabrics,Vietnam,2024-04-25,2800,14.96
248,DRS-03,DRS-03-NVY-XL,size label,polyester,100% polyester,,Oceanic Fabrics,Vietnam,2024-04-25,2800,21.81
249,DRS-04,DRS-04-GRN-XS,shell fabric,viscose,100% viscose,,Nordic Weave,Sweden,2024-08-01,4800,15.77
250,DRS-04,DRS-04-GRN-XS,lining,polyester,100% polyester,73 g,Nordic Weave,Sweden,2024-08-01,4800,10.24
251,DRS-04,DRS-04-GRN-XS,zipper,polyester,100% polyester,16 g,Nordic Weave,Sweden,2024-08-01,4800,17.02
252,DRS-04,DRS-04-GRN-XS,hook and eye,metal,100% metal,2 g,Nordic Weave,Sweden,2024-08-01,4800,13.57
253,DRS-04,DRS-04-GRN-XS,care label,polyester,100% polyester,1 g,Nordic Weave,Sweden,2024-08-01,4800,22.24
254,DRS-04,DRS-04-GRN-XS,size label,polyester,100% polyester,1 g,Nordic Weave,Sweden,2024-08-01,4800,12.45
255,DRS-05,DRS-05-RED-XS,shell fabric,viscose,100% viscose,,Nordic Weave,Sweden,2024-02-08,4200,22.63
256,DRS-05,DRS-05-RED-XS,lining,polyester,100% polyester,,Nordic Weave,Sweden,2024-02-08,4200,1.63
257,DRS-05,DRS-05-RED-XS,zipper,polyester,100% polyester,,Nordic Weave,Sweden,2024-02-08,4200,9.68
258,DRS-05,DRS-05-RED-XS,hook and eye,metal,100% metal,1 g,Nordic Weave,Sweden,2024-02-08,4200,4.07
259,DRS-05,DRS-05-RED-XS,thread,polyester,100% polyester,2 g,nordic weave ab,Sweden,2024-02-08,4200,19.92
260,DRS-05,DRS-05-RED-XS,care label,polyester,100% polyester,,Nordic Weave,Sweden,2024-02-08,4200,4.66
261,DRS-05,DRS-05-RED-XS,size label,polyester,100% polyester,1 g,Nordic Weave,Sweden,2024-02-08,4200,15.68
262,DRS-06,DRS-06-NVY-L,shell fabric,viscose,100% viscose,241 g,Nordic Weave,Sweden,2024-03-08,3150,17.10
263,DRS-06,DRS-06-NVY-L,lining,polyester,100% polyester,86 g,Nordic Weave AB,Sweden,2024-03-08,3150,8.97
264,DRS-06,DRS-06-NVY-L,zipper,polyester,100% polyester,17 g,Nordic Weave,Sweden,2024-03-08,3150,14.90
265,DRS-06,DRS-06-NVY-L,hook and eye,metal,100% metal,1 g,Nordic Weave,Sweden,2024-03-08,3150,6.63
266,DRS-06,DRS-06-NVY-L,thread,polyester,100% polyester,,Nordic Weave,Sweden,2024-03-08,3150,21.21
267,DRS-06,DRS-06-NVY-L,care label,polyester,100% polyester,1 g,Nordic Weave,Sweden,2024-03-08,3150,12.34
268,DRS-06,DRS-06-NVY-L,size label,polyester,100% polyester,1 g,Nordic Weave AB,Sweden,2024-03-08,3150,6.31
269,DRS-07,DRS-07-RED-M,shell fabric,viscose,100% viscose,264 g,Nordic Weave,Sweden,2024-05-23,2050,19.57
270,DRS-07,DRS-07-RED-M,lining,polyester,100% polyester,81 g,Nordic Weave,Sweden,2024-05-23,2050,24.35
271,DRS-07,DRS-07-RED-M,thread,polyester,100% polyester,4 g,Nordic Weave,Sweden,2024-05-23,2050,20.90
272,DRS-07,DRS-07-RED-M,care label,polyester,100% polyester,,Nordic Weave,Sweden,2024-05-23,2050,22.62
273,DRS-07,DRS-07-RED-M,brand label,cotton,100% cotton,,Nordic Weave,Sweden,2024-05-23,2050,20.15
274,DRS-08,DRS-08-NVY-S,shell fabric,viscose,100% viscose,204 g,Nordic Weave,Sweden,2024-05-22,4800,19.82
275,DRS-08,DRS-08-NVY-S,lining,polyester,100% polyester,89 g,Nordic Weave,Sweden,2024-05-22,4800,3.72
276,DRS-08,DRS-08-NVY-S,zipper,polyester,100% polyester,15 g,Nordic Weave,Sweden,2024-05-22,4800,22.79
277,DRS-08,DRS-08-NVY-S,hook and eye,metal,100% metal,,Nordic Weave,Sweden,2024-05-22,4800,5.42
278,DRS-08,DRS-08-NVY-S,size label,polyester,100% polyester,1 g,Nordic Weave,Sweden,2024/02/31,4800,19.77
279,DRS-08,DRS-08-NVY-S,brand label,cotton,100% cotton,,Nordic Weave,Sweden,2024-05-22,4800,12.79
280,DRS-09,DRS-09-WHT-S,shell fabric,viscose,70/30 CO/PL,205 g,Bharat Mills,India,2024-08-26,2050,21.57
281,DRS-09,DRS-09-WHT-S,lining,polyester,100% polyester,76 g,Bharat Mills,India,2024-08-26,2050,24.20
282,DRS-09,DRS-09-WHT-S,zipper,polyester,100% polyester,,Bharat Mills,India,2024-08-26,2050,20.21
283,DRS-09,DRS-09-WHT-S,thread,polyester,100% polyester,2 g,Bharat Mills,India,2024-08-26,2050,0.84
284,DRS-09,DRS-09-WHT-S,care label,polyester,100% polyester,,Bharat Mills,India,2024-08-26,2050,13.65
285,DRS-09,DRS-09-WHT-S,size label,polyester,100% polyester,,Bharat Mills,India,2024-08-26,2050,16.97
286,DRS-09,DRS-09-WHT-S,brand label,cotton,100% cotton,,Bharat Mills,India,2024-08-26,2050,14.82
287,DRS-10,DRS-10-WHT-XS,shell fabric,viscose,100% viscose,236 g,Golden Thread,China,2024-08-01,4150,10.50
288,DRS-10,DRS-10-WHT-XS,lining,polyester,100% polyester,76 g,Golden Thread,China,2024-08-01,4150,3.92
289,DRS-10,DRS-10-WHT-XS,zipper,polyester,100% polyester,16 g,Golden Thread,China,2024-08-01,4150,12.57
290,DRS-10,DRS-10-WHT-XS,hook and eye,metal,100% metal,1 g,Golden Thread,China,2024-08-01,4150,2.88
291,DRS-10,DRS-10-WHT-XS,thread,polyester,100% polyester,3 g,Golden Thread,China,2024-08-01,4150,11.61
292,DRS-10,DRS-10-WHT-XS,size label,polyester,100% polyester,,Golden Thread,China,2024-08-01,4150,16.93
293,DRS-10,DRS-10-WHT-XS,brand label,cotton,100% cotton,,Golden Thread,China,2024-08-01,4150,10.77
294,DRS-11,DRS-11-NVY-L,shell fabric,viscose,100% viscose,167 g,Acme Textiles,Portugal,2024-08-20,2800,23.79
295,DRS-11,DRS-11-NVY-L,lining,polyester,100% polyester,83 g,acme textiles ltd,Portugal,2024-08-20,2800,17.30
296,DRS-11,DRS-11-NVY-L,zipper,polyester,100% polyester,13 g,Acme Textiles,Portugal,2024-08-20,2800,13.84
297,DRS-11,DRS-11-NVY-L,hook and eye,metal,100% metal,2 g,Acme Textiles,Portugal,2024-08-20,2800,10.25
298,DRS-11,DRS-11-NVY-L,thread,polyester,100% polyester,3 g,Acme Textiles,Portugal,2024-08-20,2800,5.15
299,DRS-11,DRS-11-NVY-L,care label,polyester,100% polyester,,Acme Textiles,Portugal,2024-08-20,2800,11.64
300,DRS-11,DRS-11-NVY-L,size label,polyester,100% polyester,,Acme Textiles,Portugal,2024-08-20,2800,16.74
301,DRS-12,DRS-12-RED-XS,shell fabric,viscose,100% viscose,0.23 kg,Acme Textiles,Portugal,2024-06-08,1000,8.55
302,DRS-12,DRS-12-RED-XS,lining,polyester,100% polyester,,Acme Textiles,Portugal,2024-06-08,1000,4.12
303,DRS-12,DRS-12-RED-XS,zipper,polyester,100% polyester,,Acme Textiles,Portugal,2024-06-08,1000,21.53
304,DRS-12,DRS-12-RED-XS,hook and eye,metal,100% metal,1 g,Acme Textiles,Portugal,2024-06-08,1000,4.04
305,DRS-12,DRS-12-RED-XS,thread,polyester,100% polyester,3 g,Acme Textiles,Portugal,2024-06-08,1000,4.78
306,DRS-12,DRS-12-RED-XS,size label,polyester,100% polyester,,Acme Textiles,Portugal,2024-06-08,1000,16.70
307,DRS-04,DRS-04-GRN-XS,lining,polyester,100% polyester,73 g,Nordic Weave,Sweden,2024-08-01,4800,10.24
308,TRO-01,TRO-01-WHT-M,webbing strap,nylon,100% nylon,40 g,Golden Thread,China,2024-10-20,4950,17.31
309,TRO-02,TRO-02-NVY-XS,webbing strap,nylon,100% nylon,9 g,Bharat Mills,India,2024-11-20,950,12.51
310,TRO-03,TRO-03-NVY-XL,webbing strap,nylon,100% nylon,66 g,Bharat Mills,India,2024-10-26,3600,22.79
311,TRO-04,TRO-04-WHT-XL,webbing strap,nylon,100% nylon,16 g,Acme Textiles,Portugal,2024-09-07,700,2.30
312,TRO-05,TRO-05-GRN-XL,webbing strap,nylon,100% nylon,92 g,Bharat Mills,India,2024-06-23,3100,2.48
313,TRO-06,TRO-06-WHT-S,webbing strap,nylon,100% nylon,27 g,Bharat Mills,India,2024-03-10,250,15.40
314,TRO-07,TRO-07-GRN-XS,webbing strap,nylon,100% nylon,,Acme Textiles,Portugal,2024-07-16,650,2.11
315,DRS-01,DRS-01-GRN-L,sequin panel,polyester,100% polyester,31 g,Acme Textiles,Portugal,2024-01-21,4050,7.24
316,DRS-02,DRS-02-GRN-L,sequin panel,polyester,100% polyester,34 g,Golden Thread,China,2024-08-18,1100,16.01
317,DRS-03,DRS-03-NVY-XL,sequin panel,polyester,100% polyester,,Oceanic Fabrics,Vietnam,2024-04-25,2800,13.93
